date,transaction amount,inflow or outflow,bank account name,transaction name,refrence ID,categroy
2025-02-12,35214.17,inflow,SBI - Payroll Account,Retail Chain Order Payment,FOOD-37613427,client fees
2025-04-03,18219.9,outflow,Kotak - Vendor Payments,Cold Chain Logistics,FOOD-FB393963,operational cost
2025-08-24,76812.68,outflow,SBI - Payroll Account,Overtime Payments,FOOD-F455C5DF,workforce
2025-07-29,143034.94,outflow,ICICI - Procurement Account,Carton Boxes,FOOD-F9812A66,raw materials
2025-03-27,17433.48,outflow,SBI - Payroll Account,Plant Cleaning & Sanitation,FOOD-67ECE7AA,operational cost
2025-10-20,4259.82,outflow,Axis - Sales Collection Account,Quality Inspection Charges,FOOD-F5C998AB,operational cost
2025-04-16,64277.25,inflow,HDFC - Operations Account,Export Order Receipt,FOOD-FA5D23C0,client fees
2025-10-19,57815.54,outflow,SBI - Payroll Account,Factory Power Charges,FOOD-1E8847B0,operational cost
2025-05-06,156179.31,outflow,Axis - Sales Collection Account,Plastic Containers,FOOD-06C10FBE,raw materials
2026-01-13,78146.13,outflow,Kotak - Vendor Payments,Cold Storage Electricity Bill,FOOD-2BC5A032,operational cost
2025-10-17,194860.56,inflow,Axis - Sales Collection Account,Export Order Receipt,FOOD-86E75C04,client fees
2025-11-20,87820.47,outflow,HDFC - Operations Account,Temporary Labour Wages,FOOD-40548DBA,workforce
2025-03-06,73156.41,outflow,Axis - Sales Collection Account,Quality Inspection Charges,FOOD-F8B883D3,operational cost
2025-10-14,91005.64,inflow,HDFC - Operations Account,Bulk Buyer Payment,FOOD-5B3359BE,client fees
2025-02-24,117549.16,outflow,Kotak - Vendor Payments,Line Supervisor Salary,FOOD-0B36935D,workforce
2025-05-28,42978.77,outflow,HDFC - Operations Account,Factory Worker Payroll,FOOD-1E5B55B5,workforce
2025-03-05,77405.24,outflow,SBI - Payroll Account,Factory Power Charges,FOOD-BB4ABA6F,operational cost
2025-09-29,175267.46,outflow,HDFC - Operations Account,Preservatives,FOOD-5704FB65,raw materials
2025-02-24,78332.85,outflow,SBI - Payroll Account,Salt,FOOD-B6809A44,raw materials
2025-06-15,286668.5,inflow,Axis - Sales Collection Account,Distributor Settlement,FOOD-EDC5216F,client fees
2025-08-11,54458.12,outflow,HDFC - Operations Account,Plant Cleaning & Sanitation,FOOD-A453BD2B,operational cost
2025-03-31,56125.69,outflow,Kotak - Vendor Payments,Packaging Staff Payroll,FOOD-6FC18A8A,workforce
2025-07-17,209812.33,inflow,ICICI - Procurement Account,Hotel Supply Invoice,FOOD-2D0CC5D6,client fees
2025-09-28,60636.67,outflow,ICICI - Procurement Account,Overtime Payments,FOOD-34220280,workforce
2025-08-20,176136.51,inflow,Axis - Sales Collection Account,Distributor Settlement,FOOD-6EDA4D33,client fees
2025-10-11,332117.17,inflow,HDFC - Operations Account,Hotel Supply Invoice,FOOD-829FCDC2,client fees
2025-11-17,80021.95,outflow,Axis - Sales Collection Account,Quality Inspection Charges,FOOD-0306A34B,operational cost
2025-10-05,131122.0,outflow,HDFC - Operations Account,Maize,FOOD-AAF8496A,raw materials
2025-04-16,40709.2,outflow,Axis - Sales Collection Account,Packaging Film,FOOD-2ADF74D3,raw materials
2025-08-14,48744.95,outflow,ICICI - Procurement Account,Packaging Staff Payroll,FOOD-F009BEDB,workforce
2025-11-04,138036.5,outflow,HDFC - Operations Account,Sugar,FOOD-5CB2EC6B,raw materials
2025-06-20,34992.77,outflow,ICICI - Procurement Account,Factory Worker Payroll,FOOD-5DE7CDD5,workforce
2025-09-26,51219.26,outflow,Kotak - Vendor Payments,Temporary Labour Wages,FOOD-93AB1074,workforce
2025-04-29,12873.29,outflow,HDFC - Operations Account,Cocoa Powder,FOOD-25E4E851,raw materials
2025-06-20,257671.33,inflow,ICICI - Procurement Account,Retail Chain Order Payment,FOOD-5550C460,client fees
2025-02-18,64379.45,outflow,SBI - Payroll Account,Line Supervisor Salary,FOOD-A87587AB,workforce
2025-06-26,168767.71,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-58528299,client fees
2025-06-19,334526.69,inflow,Axis - Sales Collection Account,Bulk Buyer Payment,FOOD-1DCDD311,client fees
2025-04-30,83555.19,outflow,Axis - Sales Collection Account,Line Supervisor Salary,FOOD-E235DA0A,workforce
2025-05-23,91735.4,inflow,HDFC - Operations Account,Hotel Supply Invoice,FOOD-E7EE6351,client fees
2025-12-17,104545.94,outflow,Axis - Sales Collection Account,Overtime Payments,FOOD-3B8C6009,workforce
2026-01-26,19862.42,outflow,Kotak - Vendor Payments,Cold Storage Electricity Bill,FOOD-9513138A,operational cost
2025-07-17,75404.04,inflow,ICICI - Procurement Account,Hotel Supply Invoice,FOOD-DA5D1501,client fees
2025-10-08,42874.26,outflow,Kotak - Vendor Payments,Quality Inspection Charges,FOOD-F5E99EFE,operational cost
2025-12-27,55790.53,outflow,Kotak - Vendor Payments,Refrigeration Maintenance,FOOD-9FCF1C4F,operational cost
2025-06-25,316384.17,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-6C234772,client fees
2025-07-04,61487.73,outflow,SBI - Payroll Account,Overtime Payments,FOOD-EBF848AE,workforce
2025-04-18,316965.68,inflow,HDFC - Operations Account,Bulk Buyer Payment,FOOD-3A7525C9,client fees
2025-12-11,66800.01,outflow,Axis - Sales Collection Account,Cold Storage Electricity Bill,FOOD-D5C8BBA2,operational cost
2025-08-20,53068.22,outflow,Axis - Sales Collection Account,Rice,FOOD-C31C31B4,raw materials
2025-09-13,35111.05,outflow,SBI - Payroll Account,Factory Power Charges,FOOD-04730E63,operational cost
2025-11-10,71317.52,inflow,ICICI - Procurement Account,Hotel Supply Invoice,FOOD-B35AD02B,client fees
2025-12-18,45609.44,outflow,ICICI - Procurement Account,Carton Boxes,FOOD-517C2781,raw materials
2025-05-15,80897.39,inflow,SBI - Payroll Account,Retail Chain Order Payment,FOOD-BE779C67,client fees
2025-02-20,46093.56,outflow,ICICI - Procurement Account,Cold Storage Electricity Bill,FOOD-9264A698,operational cost
2025-11-29,60918.98,inflow,Axis - Sales Collection Account,Export Order Receipt,FOOD-4A074491,client fees
2025-06-10,60746.65,outflow,Kotak - Vendor Payments,Cold Storage Electricity Bill,FOOD-57960B77,operational cost
2025-11-17,232974.1,inflow,SBI - Payroll Account,Retail Chain Order Payment,FOOD-8E11D508,client fees
2025-11-12,109920.57,outflow,SBI - Payroll Account,Spices Mix,FOOD-EEC283E7,raw materials
2025-12-26,66922.6,outflow,Axis - Sales Collection Account,Plant Cleaning & Sanitation,FOOD-BB53ED4F,operational cost
2025-05-15,165075.5,outflow,Axis - Sales Collection Account,Plastic Containers,FOOD-1D43461B,raw materials
2025-08-14,310395.4,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-39C81CA4,client fees
2025-09-01,304417.49,inflow,ICICI - Procurement Account,Distributor Settlement,FOOD-F009226D,client fees
2025-06-28,51640.48,outflow,HDFC - Operations Account,Edible Oil,FOOD-37B8E10E,raw materials
2025-06-21,134017.77,inflow,Kotak - Vendor Payments,Hotel Supply Invoice,FOOD-67A307F6,client fees
2025-06-19,57314.37,outflow,Kotak - Vendor Payments,Rice,FOOD-CDE15A45,raw materials
2025-05-19,219792.7,inflow,SBI - Payroll Account,Export Order Receipt,FOOD-1208BC29,client fees
2026-01-05,53867.25,outflow,Kotak - Vendor Payments,Factory Worker Payroll,FOOD-3E7F8701,workforce
2025-07-08,94494.34,outflow,Axis - Sales Collection Account,Food Additives,FOOD-87434EF6,raw materials
2025-11-18,94182.18,outflow,SBI - Payroll Account,Line Supervisor Salary,FOOD-CBBC2B54,workforce
2026-01-26,65696.18,outflow,ICICI - Procurement Account,Packaging Staff Payroll,FOOD-3A37AEEC,workforce
2025-10-25,52960.04,outflow,SBI - Payroll Account,Factory Worker Payroll,FOOD-72FA076E,workforce
2025-07-12,74612.21,outflow,Axis - Sales Collection Account,Factory Worker Payroll,FOOD-3F8FB8A8,workforce
2025-06-02,65014.45,outflow,Axis - Sales Collection Account,Quality Inspection Charges,FOOD-1AAD27EE,operational cost
2026-01-17,21791.63,outflow,Kotak - Vendor Payments,Line Supervisor Salary,FOOD-DB6730EB,workforce
2025-12-25,63673.12,outflow,ICICI - Procurement Account,Overtime Payments,FOOD-B5234DD4,workforce
2025-10-08,11151.25,outflow,Axis - Sales Collection Account,Quality Inspection Charges,FOOD-5C5528D4,operational cost
2025-03-23,43810.24,outflow,HDFC - Operations Account,Maize,FOOD-0169681E,raw materials
2025-06-05,88214.12,outflow,HDFC - Operations Account,Quality Inspection Charges,FOOD-34CCEE13,operational cost
2025-03-14,34779.89,outflow,Kotak - Vendor Payments,Line Supervisor Salary,FOOD-8B718354,workforce
2026-01-25,54780.45,outflow,Axis - Sales Collection Account,Rice,FOOD-E92F7CA6,raw materials
2025-12-22,67358.24,outflow,ICICI - Procurement Account,Factory Worker Payroll,FOOD-605D5D2D,workforce
2025-05-15,257634.97,inflow,SBI - Payroll Account,Hotel Supply Invoice,FOOD-902B5F13,client fees
2025-08-10,53619.58,outflow,HDFC - Operations Account,Cold Chain Logistics,FOOD-308CCC55,operational cost
2025-05-04,44049.24,outflow,SBI - Payroll Account,Water Treatment Charges,FOOD-EFC34912,operational cost
2025-08-05,232482.0,inflow,SBI - Payroll Account,Distributor Settlement,FOOD-C1DD5A74,client fees
2025-07-10,37807.0,outflow,SBI - Payroll Account,Plant Cleaning & Sanitation,FOOD-C8672AD9,operational cost
2025-08-31,55152.94,outflow,Axis - Sales Collection Account,Food Additives,FOOD-D8BE40DC,raw materials
2025-04-26,13824.85,outflow,HDFC - Operations Account,Salt,FOOD-65743AF1,raw materials
2025-02-04,139215.0,outflow,SBI - Payroll Account,Salt,FOOD-307D45D5,raw materials
2025-08-17,72974.59,outflow,ICICI - Procurement Account,Factory Power Charges,FOOD-80D26765,operational cost
2025-02-21,223639.59,inflow,Axis - Sales Collection Account,Retail Chain Order Payment,FOOD-16A36E64,client fees
2025-11-06,112677.23,outflow,SBI - Payroll Account,Packaging Film,FOOD-478B585B,raw materials
2026-01-22,46953.86,outflow,Axis - Sales Collection Account,Cold Storage Electricity Bill,FOOD-C80A771D,operational cost
2025-09-29,94201.8,outflow,SBI - Payroll Account,Temporary Labour Wages,FOOD-3A7F9434,workforce
2025-10-29,72458.87,inflow,SBI - Payroll Account,Retail Chain Order Payment,FOOD-2ECC17DC,client fees
2025-11-25,51230.45,outflow,Axis - Sales Collection Account,Line Supervisor Salary,FOOD-F1929491,workforce
2025-06-09,67234.5,outflow,Axis - Sales Collection Account,Water Treatment Charges,FOOD-8D6D927A,operational cost
2025-04-29,100158.75,outflow,ICICI - Procurement Account,Factory Worker Payroll,FOOD-9100AA18,workforce
2025-05-27,242613.43,inflow,SBI - Payroll Account,Retail Chain Order Payment,FOOD-163E5382,client fees
2025-02-03,349156.29,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-BB1E4FF5,client fees
2025-02-20,32088.08,outflow,HDFC - Operations Account,Overtime Payments,FOOD-8C4C3D68,workforce
2025-03-13,89347.21,outflow,Kotak - Vendor Payments,Temporary Labour Wages,FOOD-1671EA54,workforce
2025-07-09,38701.77,outflow,SBI - Payroll Account,Temporary Labour Wages,FOOD-0718C420,workforce
2025-06-30,21039.55,outflow,HDFC - Operations Account,Hotel Supply Invoice,FOOD-8F1CC914,client fees
2026-01-18,136749.77,inflow,Kotak - Vendor Payments,Export Order Receipt,FOOD-C09E7AB2,client fees
2025-09-12,81088.95,outflow,Kotak - Vendor Payments,Equipment Maintenance,FOOD-738FE12E,operational cost
2026-01-09,22704.98,inflow,ICICI - Procurement Account,Retail Chain Order Payment,FOOD-16BB7883,client fees
2025-12-22,41625.98,outflow,ICICI - Procurement Account,Cold Chain Logistics,FOOD-BAC8E543,operational cost
2025-12-18,95000.48,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-981308ED,workforce
2025-05-17,166467.86,outflow,Kotak - Vendor Payments,Salt,FOOD-C15DFFDF,raw materials
2025-05-06,76738.44,outflow,Axis - Sales Collection Account,Factory Power Charges,FOOD-1AF4A371,operational cost
2025-04-25,20871.24,outflow,SBI - Payroll Account,Rice,FOOD-A5407735,raw materials
2025-08-05,60436.78,inflow,Kotak - Vendor Payments,Distributor Settlement,FOOD-5BE8FA58,client fees
2025-07-10,107739.75,outflow,SBI - Payroll Account,Overtime Payments,FOOD-822DCD2E,workforce
2025-10-08,229110.77,inflow,ICICI - Procurement Account,Hotel Supply Invoice,FOOD-777AB8FF,client fees
2025-08-06,55815.06,outflow,ICICI - Procurement Account,Plant Cleaning & Sanitation,FOOD-59021A25,operational cost
2025-07-07,89464.32,outflow,Kotak - Vendor Payments,Plastic Containers,FOOD-679513F4,raw materials
2025-05-10,38420.3,outflow,ICICI - Procurement Account,Cold Storage Electricity Bill,FOOD-F2475B61,operational cost
2025-12-03,93312.81,inflow,HDFC - Operations Account,Bulk Buyer Payment,FOOD-85A052FD,client fees
2025-07-05,347784.46,inflow,ICICI - Procurement Account,Retail Chain Order Payment,FOOD-CA561DD3,client fees
2025-10-14,37077.99,outflow,SBI - Payroll Account,Cold Storage Electricity Bill,FOOD-88B28B78,operational cost
2025-12-19,9907.26,outflow,ICICI - Procurement Account,Quality Inspection Charges,FOOD-71D99C5C,operational cost
2026-01-17,117492.97,outflow,HDFC - Operations Account,Line Supervisor Salary,FOOD-9A83E19D,workforce
2026-01-05,219363.74,inflow,Kotak - Vendor Payments,Hotel Supply Invoice,FOOD-C1222698,client fees
2025-10-18,92582.21,outflow,SBI - Payroll Account,Factory Worker Payroll,FOOD-51B6F5D7,workforce
2025-02-23,230159.64,inflow,Axis - Sales Collection Account,Hotel Supply Invoice,FOOD-822A85C7,client fees
2025-05-07,41343.38,outflow,Axis - Sales Collection Account,Quality Inspection Charges,FOOD-BAA12516,operational cost
2025-05-14,64176.37,outflow,Kotak - Vendor Payments,Preservatives,FOOD-D3F93357,raw materials
2025-10-19,64396.14,outflow,Axis - Sales Collection Account,Factory Worker Payroll,FOOD-CA3D04C4,workforce
2025-05-26,62785.82,outflow,HDFC - Operations Account,Equipment Maintenance,FOOD-290A3868,operational cost
2025-06-06,57116.35,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-30CEE1A9,client fees
2026-01-24,42519.25,outflow,ICICI - Procurement Account,Equipment Maintenance,FOOD-3EA8CB99,operational cost
2025-05-09,243978.08,inflow,HDFC - Operations Account,Export Order Receipt,FOOD-54F29774,client fees
2025-10-31,286346.76,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-C3846661,client fees
2026-01-02,170265.61,inflow,Kotak - Vendor Payments,Export Order Receipt,FOOD-6D270191,client fees
2025-06-24,168032.5,outflow,Kotak - Vendor Payments,Spices Mix,FOOD-D04E2ADC,raw materials
2025-02-22,46726.86,inflow,SBI - Payroll Account,Hotel Supply Invoice,FOOD-5639CDAB,client fees
2025-03-31,19001.87,outflow,Kotak - Vendor Payments,Factory Power Charges,FOOD-6B39AB87,operational cost
2025-05-27,312192.76,inflow,SBI - Payroll Account,Export Order Receipt,FOOD-722DDBD3,client fees
2025-02-05,325103.92,inflow,HDFC - Operations Account,Distributor Settlement,FOOD-82450761,client fees
2025-10-28,47298.53,outflow,SBI - Payroll Account,Refrigeration Maintenance,FOOD-13F15C42,operational cost
2025-06-04,47740.6,outflow,ICICI - Procurement Account,Cold Storage Electricity Bill,FOOD-9A92DB6A,operational cost
2025-11-03,110191.06,outflow,SBI - Payroll Account,Salt,FOOD-D1FA23B1,raw materials
2025-12-18,100447.56,outflow,SBI - Payroll Account,Temporary Labour Wages,FOOD-EBD68AD4,workforce
2025-09-02,239334.9,inflow,HDFC - Operations Account,Distributor Settlement,FOOD-623F0744,client fees
2025-09-12,91431.73,outflow,SBI - Payroll Account,Line Supervisor Salary,FOOD-AAA5C0B7,workforce
2025-05-27,16756.39,outflow,SBI - Payroll Account,Edible Oil,FOOD-82A8FD8D,raw materials
2025-10-27,44521.02,outflow,ICICI - Procurement Account,Overtime Payments,FOOD-DE492CB9,workforce
2025-03-06,41885.01,outflow,ICICI - Procurement Account,Factory Worker Payroll,FOOD-36B57FD5,workforce
2025-10-11,36649.83,outflow,ICICI - Procurement Account,Quality Inspection Charges,FOOD-76F7E400,operational cost
2025-10-10,39833.11,outflow,ICICI - Procurement Account,Milk Powder,FOOD-BE50A270,raw materials
2025-10-08,12067.78,outflow,HDFC - Operations Account,Quality Inspection Charges,FOOD-8E852CB2,operational cost
2025-10-16,57187.71,outflow,Kotak - Vendor Payments,Plant Cleaning & Sanitation,FOOD-BE81686C,operational cost
2025-08-07,44062.83,outflow,Axis - Sales Collection Account,Maize,FOOD-05D59135,raw materials
2026-01-23,60245.01,outflow,ICICI - Procurement Account,Cold Chain Logistics,FOOD-10093358,operational cost
2026-01-18,74323.65,outflow,Kotak - Vendor Payments,Temporary Labour Wages,FOOD-D2EFE248,workforce
2025-02-08,81895.72,outflow,ICICI - Procurement Account,Line Supervisor Salary,FOOD-ABFD7532,workforce
2025-02-17,66929.34,outflow,ICICI - Procurement Account,Temporary Labour Wages,FOOD-B529B30B,workforce
2025-12-19,51400.54,outflow,SBI - Payroll Account,Plant Cleaning & Sanitation,FOOD-4CBCC30B,operational cost
2025-11-22,37419.24,inflow,Axis - Sales Collection Account,Distributor Settlement,FOOD-DE592AFF,client fees
2026-01-09,104447.04,inflow,Axis - Sales Collection Account,Bulk Buyer Payment,FOOD-23BF14B1,client fees
2025-05-17,88530.41,outflow,Kotak - Vendor Payments,Factory Worker Payroll,FOOD-6EC03AA5,workforce
2025-12-15,205775.7,inflow,HDFC - Operations Account,Retail Chain Order Payment,FOOD-A58A7802,client fees
2025-04-28,38051.33,outflow,HDFC - Operations Account,Milk Powder,FOOD-D6AC7BE3,raw materials
2025-12-15,22018.26,outflow,Axis - Sales Collection Account,Cold Chain Logistics,FOOD-E4943EE2,operational cost
2025-03-03,34475.47,outflow,HDFC - Operations Account,Factory Power Charges,FOOD-9FC757F6,operational cost
2025-08-13,67787.67,outflow,HDFC - Operations Account,Refrigeration Maintenance,FOOD-0C1546F2,operational cost
2025-02-14,99064.15,outflow,SBI - Payroll Account,Spices Mix,FOOD-FB13D7EA,raw materials
2025-10-21,53164.36,outflow,Kotak - Vendor Payments,Refrigeration Maintenance,FOOD-77854F0A,operational cost
2026-01-27,110695.67,outflow,HDFC - Operations Account,Spices Mix,FOOD-828E2E8E,raw materials
2025-10-17,37663.78,outflow,HDFC - Operations Account,Equipment Maintenance,FOOD-B8912197,operational cost
2025-07-18,53075.39,outflow,Axis - Sales Collection Account,Refrigeration Maintenance,FOOD-40C3642E,operational cost
2025-10-18,112400.05,inflow,ICICI - Procurement Account,Hotel Supply Invoice,FOOD-EEFE65BD,client fees
2025-08-15,29419.79,outflow,HDFC - Operations Account,Equipment Maintenance,FOOD-503DBBD8,operational cost
2025-11-13,109275.84,outflow,SBI - Payroll Account,Factory Worker Payroll,FOOD-466834F4,workforce
2025-02-08,35923.81,outflow,ICICI - Procurement Account,Carton Boxes,FOOD-6BF81BFB,raw materials
2025-09-07,202674.9,inflow,Axis - Sales Collection Account,Export Order Receipt,FOOD-9D2CA80E,client fees
2025-06-29,97529.76,outflow,HDFC - Operations Account,Factory Worker Payroll,FOOD-423EFF0F,workforce
2025-05-12,282454.0,inflow,ICICI - Procurement Account,Distributor Settlement,FOOD-4FCA03B4,client fees
2025-07-24,51619.78,outflow,Kotak - Vendor Payments,Refrigeration Maintenance,FOOD-8346FB72,operational cost
2025-02-26,110316.48,outflow,ICICI - Procurement Account,Plastic Containers,FOOD-03F48208,raw materials
2025-10-27,40714.63,outflow,HDFC - Operations Account,Temporary Labour Wages,FOOD-82B0A749,workforce
2025-10-30,37889.28,outflow,HDFC - Operations Account,Refrigeration Maintenance,FOOD-4007126E,operational cost
2026-01-30,83351.2,outflow,Axis - Sales Collection Account,Factory Worker Payroll,FOOD-9FE010DE,workforce
2025-10-12,94174.42,outflow,HDFC - Operations Account,Carton Boxes,FOOD-AD4200F7,raw materials
2025-10-17,60445.46,outflow,Kotak - Vendor Payments,Refrigeration Maintenance,FOOD-A8E0A5E8,operational cost
2025-10-31,79930.09,outflow,Axis - Sales Collection Account,Distributor Settlement,FOOD-3F80E4EB,client fees
2025-07-27,97675.45,outflow,SBI - Payroll Account,Overtime Payments,FOOD-039E035D,workforce
2025-03-03,163119.59,inflow,HDFC - Operations Account,Export Order Receipt,FOOD-5E0C422F,client fees
2025-09-13,134163.26,inflow,SBI - Payroll Account,Hotel Supply Invoice,FOOD-60D59434,client fees
2026-01-10,65857.69,outflow,HDFC - Operations Account,Refrigeration Maintenance,FOOD-389719AD,operational cost
2025-06-13,72292.82,outflow,ICICI - Procurement Account,Equipment Maintenance,FOOD-A6E2F4E1,operational cost
2025-12-28,36613.03,outflow,Axis - Sales Collection Account,Packaging Staff Payroll,FOOD-95AA28C0,workforce
2025-10-12,69381.98,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-FFBB9300,workforce
2025-09-20,47208.89,outflow,Axis - Sales Collection Account,Cold Storage Electricity Bill,FOOD-27C6BDA3,operational cost
2025-08-28,60486.98,outflow,Axis - Sales Collection Account,Line Supervisor Salary,FOOD-8388A85A,workforce
2026-01-04,61609.05,outflow,ICICI - Procurement Account,Plant Cleaning & Sanitation,FOOD-C57F9BA7,operational cost
2025-05-11,46098.83,outflow,SBI - Payroll Account,Factory Worker Payroll,FOOD-83732F51,workforce
2025-12-23,21845.79,outflow,SBI - Payroll Account,Water Treatment Charges,FOOD-A07933D9,operational cost
2025-03-25,34760.59,outflow,ICICI - Procurement Account,Equipment Maintenance,FOOD-17BCF6D1,operational cost
2025-09-22,25921.29,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-93F6A2A3,workforce
2025-10-05,308959.85,inflow,SBI - Payroll Account,Hotel Supply Invoice,FOOD-60707021,client fees
2026-02-02,39181.39,inflow,Axis - Sales Collection Account,Retail Chain Order Payment,FOOD-93FA0BC1,client fees
2025-10-27,100910.51,outflow,HDFC - Operations Account,Sugar,FOOD-B20901D2,raw materials
2025-05-23,286343.28,inflow,Axis - Sales Collection Account,Bulk Buyer Payment,FOOD-11030ED5,client fees
2025-09-14,130317.03,inflow,Kotak - Vendor Payments,Hotel Supply Invoice,FOOD-630248EF,client fees
2025-09-08,10378.44,outflow,ICICI - Procurement Account,Carton Boxes,FOOD-8B5B794F,raw materials
2025-12-28,275175.75,inflow,Axis - Sales Collection Account,Distributor Settlement,FOOD-D9CADE84,client fees
2025-06-12,23071.98,outflow,Kotak - Vendor Payments,Cold Chain Logistics,FOOD-446496E7,operational cost
2025-11-22,81715.46,outflow,Kotak - Vendor Payments,Rice,FOOD-9CE27224,raw materials
2025-04-05,17608.61,outflow,HDFC - Operations Account,Cocoa Powder,FOOD-A489ED2B,raw materials
2025-04-07,76851.18,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-E4619881,client fees
2026-01-04,26190.22,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-F0BA0DD9,workforce
2025-12-01,88004.67,outflow,Axis - Sales Collection Account,Refrigeration Maintenance,FOOD-84E583B5,operational cost
2025-09-22,58130.3,outflow,SBI - Payroll Account,Factory Power Charges,FOOD-3697AB25,operational cost
2025-05-25,119162.48,outflow,HDFC - Operations Account,Temporary Labour Wages,FOOD-2B174293,workforce
2025-07-27,38479.27,outflow,SBI - Payroll Account,Factory Power Charges,FOOD-4F665149,operational cost
2025-12-14,42703.65,outflow,SBI - Payroll Account,Cold Chain Logistics,FOOD-F6174690,operational cost
2026-01-17,62898.76,outflow,Axis - Sales Collection Account,Plant Cleaning & Sanitation,FOOD-114AA6F8,operational cost
2025-06-01,321826.02,inflow,SBI - Payroll Account,Distributor Settlement,FOOD-FCFE8B45,client fees
2026-01-05,89394.69,outflow,Axis - Sales Collection Account,Plant Cleaning & Sanitation,FOOD-37F9A827,operational cost
2025-09-20,64676.65,inflow,ICICI - Procurement Account,Hotel Supply Invoice,FOOD-43BD7704,client fees
2025-03-17,77287.58,outflow,Axis - Sales Collection Account,Plant Cleaning & Sanitation,FOOD-AF105C45,operational cost
2025-03-07,137413.95,outflow,ICICI - Procurement Account,Preservatives,FOOD-DB8387F6,raw materials
2025-09-16,21143.85,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-A2851DE5,workforce
2025-12-14,36427.37,outflow,Kotak - Vendor Payments,Milk Powder,FOOD-08ACC446,raw materials
2025-11-05,93669.15,outflow,HDFC - Operations Account,Factory Worker Payroll,FOOD-A8ED55EB,workforce
2025-06-10,91814.88,outflow,ICICI - Procurement Account,Preservatives,FOOD-76F47546,raw materials
2025-05-17,171044.31,outflow,Axis - Sales Collection Account,Carton Boxes,FOOD-3005EE6E,raw materials
2025-09-12,76367.84,outflow,Axis - Sales Collection Account,Plant Cleaning & Sanitation,FOOD-B213B73A,operational cost
2025-03-21,66141.48,outflow,HDFC - Operations Account,Factory Power Charges,FOOD-6B9CEC23,operational cost
2025-08-10,79788.75,outflow,Axis - Sales Collection Account,Cold Storage Electricity Bill,FOOD-4FC66FE5,operational cost
2025-02-14,309755.07,inflow,Kotak - Vendor Payments,Retail Chain Order Payment,FOOD-D9F4B6EA,client fees
2025-06-02,110806.52,outflow,Kotak - Vendor Payments,Packaging Staff Payroll,FOOD-0AD9925E,workforce
2025-06-01,78596.65,outflow,ICICI - Procurement Account,Cold Storage Electricity Bill,FOOD-BD8D0AF0,operational cost
2025-05-22,89448.63,outflow,ICICI - Procurement Account,Preservatives,FOOD-B2447C09,raw materials
2025-02-15,107339.79,outflow,Kotak - Vendor Payments,Factory Worker Payroll,FOOD-F2B19F16,workforce
2025-10-18,284076.58,inflow,HDFC - Operations Account,Export Order Receipt,FOOD-0EAAC62C,client fees
2025-12-30,23220.59,outflow,Axis - Sales Collection Account,Edible Oil,FOOD-C0B268D3,raw materials
2025-09-26,349218.13,inflow,ICICI - Procurement Account,Distributor Settlement,FOOD-AF348A02,client fees
2025-03-21,158137.85,inflow,Axis - Sales Collection Account,Export Order Receipt,FOOD-AB9CF999,client fees
2025-07-27,78578.12,outflow,SBI - Payroll Account,Hotel Supply Invoice,FOOD-D46C48BC,client fees
2025-09-22,36818.49,outflow,Axis - Sales Collection Account,Line Supervisor Salary,FOOD-DEB8CFEF,workforce
2026-01-15,85536.84,outflow,SBI - Payroll Account,Line Supervisor Salary,FOOD-884FFCB7,workforce
2025-04-16,176834.07,inflow,ICICI - Procurement Account,Export Order Receipt,FOOD-55FC6044,client fees
2025-12-28,73174.78,outflow,Axis - Sales Collection Account,Line Supervisor Salary,FOOD-4E57D475,workforce
2025-04-23,87623.77,outflow,HDFC - Operations Account,Temporary Labour Wages,FOOD-B9010D18,workforce
2026-01-22,98713.57,outflow,SBI - Payroll Account,Temporary Labour Wages,FOOD-B3933AFE,workforce
2025-06-22,136150.57,outflow,Kotak - Vendor Payments,Food Additives,FOOD-61E12A80,raw materials
2025-07-29,126418.58,inflow,Kotak - Vendor Payments,Retail Chain Order Payment,FOOD-EB32E91D,client fees
2025-04-19,86495.84,inflow,Kotak - Vendor Payments,Export Order Receipt,FOOD-59E752AA,client fees
2025-05-07,37966.31,inflow,ICICI - Procurement Account,Export Order Receipt,FOOD-4B7B3F63,client fees
2025-04-18,60900.52,outflow,ICICI - Procurement Account,Factory Worker Payroll,FOOD-25850D6E,workforce
2025-03-20,50631.19,outflow,Axis - Sales Collection Account,Quality Inspection Charges,FOOD-BC180949,operational cost
2025-10-24,167880.85,outflow,Kotak - Vendor Payments,Milk Powder,FOOD-4305BD1D,raw materials
2025-02-10,57163.53,outflow,HDFC - Operations Account,Plastic Containers,FOOD-97350CC4,raw materials
